./trafficnew/2d_mesh_8x8/fpppp_2d_mesh_8x8.stp execution_iteration
96280	1.81203e+06
96355	1.8157e+06
./trafficnew/2d_mesh_8x8/h264dh_2d_mesh_8x8.stp injection_rate
0.00227277	0.00430346	0.00425169	0.0041848	0.00462199	0.00406853	0.00516351	0.003836	0.0044906	0.00453201	0.00394908	0.00204024	0.00380892	0.00416569	0.00413065	0.00489992	0.00387024	0.00423975	0.00400562	0.00550275	0.00485771	0.00457342	0.00420869	0.00406933	0.00398253	0.00391006	0.00487045	0.00382804	0.00437752	0.00568671	0.00426842	0.00422621	0.00388219	0.00413861	0.00427319	0.00661047	0.00438548	0.00384078	0.00457182	0.00437035	0.00422541	0.0046204	0.00399686	0.00393156	0.00412587	0.00480515	0.00438389	0.00392917	0.00497318	0.00391165	0.00375637	0.00398731	0.00373725	0.00394749	0.0043154	0.00410039	0.00414737	0.00441096	0.00390688	0.00436159	0.00382644	0.00451847	0.0042939	0.00419515	

./trafficnew/2d_mesh_8x8/h264dl_2d_mesh_8x8.stp execution_iteration
0	130489
4041	142096
10864	164323
22561	201013
37512	230902
52679	268623
66570	308591
83529	360531
122164	401255
126520	431217
130137	471466
133779	498620
137811	526914
140951	557178
144298	603235
148143	644958
151713	663105
155309	676333
159144	689823
162329	712519
165783	779832
170184	807510
173995	835539
176917	882998
180375	905262
184130	921849
186937	932365
190263	938524
193958	941924
196821	956130
./trafficnew/2d_mesh_8x8/h264dl_2d_mesh_8x8.stp injection_rate
0.112665	0.109211	0.157246	0.164321	0.0943328	0	0	0	0.107234	0.605841	0.145852	0.0527069	0	0	0	0	0.167348	0.16165	0.100392	0	0	0	0	0	0.0536831	0.0529891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

./trafficnew/2d_mesh_8x8/robot_2d_mesh_8x8.stp execution_iteration
0	420568
164	448809
1761	467016
5152	513720
12088	583125
15295	626382
18353	699989
20220	735762
21995	821907
23818	859907
25497	925993
26969	977419
28642	1.04427e+06
30237	1.09613e+06
32224	1.16478e+06
33750	1.21172e+06
35673	1.27648e+06
37443	1.32595e+06
38935	1.39402e+06
40525	1.44294e+06
42072	1.51158e+06
43505	1.55716e+06
45097	1.62105e+06
47003	1.66676e+06
48553	1.73407e+06
50131	1.7864e+06
51655	1.85383e+06
53193	1.90295e+06
54571	1.96899e+06
56059	1.99458e+06
./trafficnew/2d_mesh_8x8/robot_2d_mesh_8x8.stp injection_rate
0.0296047	0.028491	0.033341	0.0159624	0.00486719	0.00153811	0	0	0.00357431	0.0101276	0.00887289	0.00479286	0.00377571	0	0	0	0.00110482	0.00323378	0.00562894	0.00192057	0	0	0	0	0.00325792	0.00332146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

./trafficnew/2d_mesh_8x8/sample_2d_mesh_8x8.stp execution_iteration
0	357311
1136	375348
3987	427746
6356	456781
7983	563931
9163	589332
10780	637716
12372	722529
17266	782891
20571	868250
22545	926553
24168	978232
26012	1.02972e+06
30253	1.09769e+06
36449	1.15914e+06
39602	1.21172e+06
41217	1.24839e+06
45046	1.29026e+06
57045	1.32641e+06
70287	1.35845e+06
82355	1.37979e+06
85421	1.40955e+06
92558	1.42942e+06
109493	1.45614e+06
118090	1.48888e+06
119563	1.52089e+06
121746	1.55207e+06
154854	1.5738e+06
165404	1.60026e+06
188688	1.62138e+06
./trafficnew/2d_mesh_8x8/sample_2d_mesh_8x8.stp injection_rate
0.116528	0.244095	0.256746	0.123283	0.118847	0.105012	0.218039	0.0891659	0.0605378	0.100892	0.31421	0.0993386	0.124729	0.132811	0.103572	0.092309	0.0766073	0.107959	0.382887	0.168476	0.176232	0.142695	0.319834	0.100513	0.131183	0.244198	0.628311	0.320048	0.332963	0.514684	0.241734	0.178994	0.153121	0.203122	0.317186	0.447711	0.568341	0.54154	0.217794	0.228551	0.124102	0.22557	0.176351	0.528747	0.410976	0.34577	0.118908	0.1768	0.16283	0.221612	0.276127	0.547781	0.331989	0.270833	0.243	0.166124	0.151939	0.120389	0.331973	0.447524	0.259366	0.391493	0.153355	0.144937	

./trafficnew/2d_mesh_8x8/satell_2d_mesh_8x8.stp execution_iteration
0	98197
123	104942
402	109593
857	112298
1353	122955
1838	134041
2326	145155
2761	156545
3192	167535
3613	178802
4111	190585
4623	206255
5079	213788
5560	230858
6008	237268
6465	252561
6998	271151
7423	275998
7887	294503
8334	303897
8812	310989
9273	315557
9749	324739
10211	328152
10660	334888
11144	340293
11678	347123
12195	353323
12632	358875
13203	365111
./trafficnew/2d_mesh_8x8/satell_2d_mesh_8x8.stp injection_rate
0.01079	0.0111534	0.0122849	0.0119926	0.0111534	0.0100594	0.0101418	0.0101044	0.011573	0.01079	0.0126445	0.0119327	0.0127719	0.0112059	0.0108574	0.0107525	0.0120151	0.0113295	0.0122474	0.0121687	0.0125846	0.0119477	0.0122774	0.0109736	0.0122362	0.0113557	0.0122362	0.0990956	0.0127719	0.0113894	0.013776	0.0127232	0.0116779	0.0110335	0.0122624	0.0553699	0.0125396	0.0115056	0.0131091	0.0125246	0.0114007	0.0101868	0.0117828	0.0140045	0.0148887	0.0124122	0.0121762	0.0108799	0.0111459	0.0113969	0.0127532	0.0125808	0.0120226	0.0105689	0.0110148	0.0113332	0.0101119	0.00967727	0.0127944	0.0122137	0.0115468	0.0106326	0.0117528	0.0107113	

./trafficnew/2d_mesh_8x8/sparse_2d_mesh_8x8.stp execution_iteration
0	48838
1937	55012
4381	68526
7364	88998
10128	119749
12667	130291
15223	155417
17543	182846
19883	204950
22792	233921
25455	270109
27946	285789
30372	297281
33402	306026
36359	312874
38740	316511
41648	321468
44709	324779
47071	330104
50195	335233
52687	340073
55092	343591
57470	348194
60088	354448
62545	363681
65208	371600
67790	383939
70979	398567
73270	411890
75646	422873
./trafficnew/2d_mesh_8x8/sparse_2d_mesh_8x8.stp injection_rate
0	0	0	0.276995	0	0	0	0	0	0	0.102712	0.571532	0.590659	0	0	0	0.184461	0.265847	0.796361	0	0.169337	0.239721	0.347898	0	0	0	0.305838	0	0	0.12297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105985	0	0	0	0	0	0	0.404951	0	0	0	0	0	0	0	0	0	0	

